id,texte,sentiment
445,9 more week! July 8th. Flolloping just perfectly describes the way she moves my belly  hehe,1
446,Dang... that IS disappointing,0
447,How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it`s over..LOL..thanks!,1
448,Thanks! My mom`s seed is larger and already cracked (and planted). I hope Avalina isn`t a dud!,0
449,hates this weather,0
450,"_zero its cool, and thats good",1
451,Flap-a-taco was nice until the plebs came in.,0
452,"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother`s Day for the first time as a mother.",1
453,oh noo.. i cant see it,0
454,Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!,1
455,NEW motorcycle and you POPPED a cable already? wow-you ride HARD!,1
456,Thanks! Welcome back!,1
457,i want to experience snow  we don`t have snow here and it sucks,0
458,i have such a sore head,0
459,Thanks Amy!  That video is so awesome!  Did you see TMH?  He`s amazing in that too!! Bouncy Bouncy Bouncy!!!,1
460,LMAO...Ha! No I just simply wanted to go to NY!,1
461,"is bored, cant go on habbo stupid ban",0
462,"sorry paul scheuring, but prison break series finale sucked... in so many levels",0
463,you`re very welcome! I love reviewing free apps as much as downloading/using them!,1
464,Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens & yummy sauce. No wine,1
465,i am very very tired,0
466,Shower. Class. More class. Taking care of my lady-friend. Writing like there`s no tomorrow.,1
467,Rockstar photographer shoot went great tonight. A little different than the usual stuff - very nice.,1
468,great pics! You should try to start selling your race photos to runners,1
469,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)",1
470,"_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you &",1
471,"re-dyed the hair, early start tomorrow heading down to londons clothes show, great place to be when i feel fat.   bright side = motivation",1
472,i have no idea what im doing and i am completely lost.,0
473,Okayyy  you can read it to me cause then I`ll feel special haha.,1
474,I think that may look a little silly -.- Also my camera is broken so no photo,0
475,ComicCon? That`s cool!,1
476,I`m soooo bored. just **** got a new phone and called my man but hes busy and one else bored???,0
477,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,0
478,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y,0
479,ah what a lovely day for a bike ride and cake making  *is rooting 4 those who are revising!* do your best! X,1
480,"HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",1
481,wtf at facebook spam saying that my DAD is my secret admirer,0
482,haha best thing about office birthdays hey,1
483,"****, I never knew I could miss my phone so much for 4 hours till they told me I won`t have it back till then",0
484,no im not  cries LOL,0
485,That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq,0
486,"Blushing, blushing & once again blushing!",1
487,"_3 U know - kids do what we DO - not what we SAY ... well, don`t we all, really  ....",1
488,Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,0
489,sayid could be dead.,0
490,how sad! are you saying that I`m fat?  *tears*,0
491,I`m trying to find the driver for my Microsoft Lifecam VX-3000 Webcam and can`t find it anywhere! anyone have any links?,0
492,Finally get to lay down for a bit i have a major headache,0
493,"Yes, you should go see Star Trek!  It`s sooooo much fun!",1
494,"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby",0
495,very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,1
496,yessir that is 100% right,1
497,yeah they are basically awesome,1
498,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,0
499,aww thanx andy,1
500,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,1
501,"sorry I missed you at the farm today, but DM me if you would like some photos from today",0
502,COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...,1
503,wants to feel better,1
504,So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,0
505,Happy Mothers Day! i hope tom got you something special! enjoy day!  xo,1
506,"omgggggggggg, cant belive it! what had happened to it friend? do you know where did you missed it? thats not nice!!",0
507,Mad tired. But it`s the hols! I miss chomp chomp terribly!,0
508,Oops that would be #edaust09,0
509,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn`t working . try tomorrow .,0
510,ah yes dropping the bear thing  it`s such a lovely day here! Very odd for stafford!!,1
511,"So I got up, went outside planted a few flowers and watched a lee evans DVD. Who knew bank holidays were so fun",1
512,received her first pressie. Happy happy.,1
513,I miss u guys too  I prob won`t b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!,1
514,"lol, i`ve done that one b4  i`m a victim 2 that! lol",0
515,Happy Star Wars day!!  unbelievable,1
516,Just got confirmed that itÃ¯Â¿Â½s pizza-time with some ex co-workers on friday...looking forward to it,1
517,ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,0
518,I`m trying to figure out how on earth I am supposed to be able to update my statuses via my phone. Someone help meeee!,1
519,"Just came back from watching Terminator Salvation @ Cathay. It`s so-so only, not so much action  but I feel sorry for Marcus though.",0
520,Yeah i like it,1
521,I`m putting in Societe Generale in China. Very interesting stuff but has me away too much ... gotta fix that!,1
522,i jus love doin night shifts...will be done in an hour,1
523,I have to reupload the **** thing again,0
524,"You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",1
525,Loves the fact that there`s only 5 days of school left,1
526,#3wordsaftersex goodbye innocence!!!,1
527,awesome..am headin there that nite after my grad dinner  c u then boi! hehe,1
528,_craig Tried to follow one of your #FF recommendations but 'have been blocked from following by request of the user',0
529,thanks!,1
530,I was wondering....   Have a GREAT weekend!,1
531,"Heading of to the theatre! Having a show tonight, I`m so exited!",1
532,"Omg, my mom just called... Im too late... Hes gone",0
533,Just lost my internet signal  how will life go on,0
534,sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,0
535,second song is coming along nicley,1
536,ok  thank you,1
537,Listening my own playing on a friends album and being disgusted by every second of it... **** I suck.  Normal reaction. Every album.,0
538,"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future",1
539,don`t know it really hurt my arm. guess you have to booze me.. or just ask  or  if you don`t believe me!,0
540,Everythings Sooo Messed Up!!!!!!! Life Sucks!!!!!!!!!!,0
541,"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don`t drink kids. Goodnight",0
542,"In school ; With Victoria & Bryan (: _ no more school soon, sadd i am",0
543,; keeps getting such delayed responses. why is my internet so messed up?!,0
544,"I know, that is so sad.  I",0
545,Good Morning Twits!  Let`s makes today x100 better than the one before! Start runnin,1
546,Thanks man.  That sorted it. I only ever remember 222.222,1
547,and welcome to dk  #jaoo,1
548,i hope you feel better,1
549,"and thanks,  , fr. yr congratulatory gweetin`",1
550,"Every time I have Friday off. Sadly, that`s not too often",0
551,Akh! I woke up and missed so much of Sayed Hassan`s speech,0
552,The sun is not cool,0
553,...  that was meeeaaannn. people make mistakes ok?! lol,0
554,Invisible car helps to boost recycling. Honest   http://twurl.nl/fdgmyo,1
555,"I really hope you see my tweets. Sent you so much, I swear. Do a tour in the Philippines, please?  *prays*",1
556,Do a tour in the Philippines sometime.  A lot of fans here would really love that!,1
557,has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,0
558,nice clutch,1
559,Happy Mother`s Day to all the mommies,1
560,Enjoying Mother`s Day,1
561,Wishing all the mommies out there a very happy day!!!,1
562,"What did I learn today? Never post anything you`ve sold on ebay using royal mail. They lose it, I refund: compo`s nowhere near - my bad",0
563,"_ Oh god, yeah! I forgot about that",0
564,ahaha its stuck in my head; thanxx,1
565,I`m poorly and can`t sleep,0
566,Happy Star Wars Day ...  'May the 4th be with you'.... read http://tinyurl.com/axsujx for more ;),1
567,Buried under more web changes. Going to make lunch now... I won`t have a chance later. Too much to do.,0
568,"excited about CWPM tomorrow.. only one member is going but still , its a good start",1
569,IIII know!!! and mean,1
570,SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,0
571,"~entonces estas perdonada porque sigues a tom conrad, who we all know is made of awesome",1
572,awww she`s laavly ;) I had to come in  but I`ve got a stunning wee tan (l) ;) yourself?,1
573,"I`m really getting sick ugh **** nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara & Sami left",0
574,"I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go.",0
575,Well thatÃ¯Â¿Â½s disappointing to hear.,0
576,well if i use all my tweets will be the push to make me go to the shop. and by the time im back it will be over hopefully,1
577,is getting ready for bed. Happy Mother`s Day to all the mothers out there!,1
578,(blinks fast) its better now ... Lol thanks :-*,1
579,"Oh whoops, my bad",0
580,"140 characters, I find, is rarely enough to elaborate much upon anything.",0
581,today Jon Doe plays at the Moho. ia m excited  itÃ¯Â¿Â½s gonna be funny.. but before i have to carry all the equipment and do the backline,1
582,facebook is being a ****,0
583,mad the rain got me...now i cant go see jaiden   *|)|/-\|\|/-\*,0
584,i dont feel very good,0
585,congradts on ur show  Even tho i wasnt there lol,1
586,damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,1
587,"Visiting the grandparents in Manhattan, and dropping off my sister for the week! I wish I had an excuse to be so tired today..",0
588,mrskutcher & aplusk you two are to funny!,1
589,POL! Is this song from a new album? I am really missing out on UdD!,0
590,This weekend is going to be packed full of work for school  No life this summer I`m afraid.,0
591,watching a youtube vid of  sing paranoid live   is so cute when he sings lol,1
592,Welcome,1
593,"Ha! Thanks Bryan! And don`t remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices.",1
